instance_id,repo,upstream_repo,base_commit,language,generation_method,generation_method_raw,method_family,trajectory_count,fail_to_pass_count,pass_to_pass_count,patch_bytes,image_name
jawah__charset_normalizer.1fdd6463.pr_306,swesmith/jawah__charset_normalizer.1fdd6463,jawah/charset_normalizer,1be124f641fd55b81a088138cf19a2417068c50f,python,pr_mirror,pr_306,mirror,1,113,0,5795,swesmith.x86_64.jawah__charset_normalizer.1fdd6463
jawah__charset_normalizer.1fdd6463.pr_327,swesmith/jawah__charset_normalizer.1fdd6463,jawah/charset_normalizer,85f5c8960f98e94b7a09a49810e1b1d15f47f1e9,python,pr_mirror,pr_327,mirror,3,113,0,683,swesmith.x86_64.jawah__charset_normalizer.1fdd6463
jawah__charset_normalizer.1fdd6463.pr_329,swesmith/jawah__charset_normalizer.1fdd6463,jawah/charset_normalizer,1dc96087884a4e5820d1338129aa3d32d59f78ef,python,pr_mirror,pr_329,mirror,1,57,56,2037,swesmith.x86_64.jawah__charset_normalizer.1fdd6463
jawah__charset_normalizer.1fdd6463.pr_378,swesmith/jawah__charset_normalizer.1fdd6463,jawah/charset_normalizer,5f28631dac0554ce25f9ae2dc8200ae386df6add,python,pr_mirror,pr_378,mirror,1,1,112,3057,swesmith.x86_64.jawah__charset_normalizer.1fdd6463
jawah__charset_normalizer.1fdd6463.pr_444,swesmith/jawah__charset_normalizer.1fdd6463,jawah/charset_normalizer,73bf7018cf3888f74d9e9d4adcf884df35afb483,python,pr_mirror,pr_444,mirror,1,1,112,764,swesmith.x86_64.jawah__charset_normalizer.1fdd6463
jawah__charset_normalizer.1fdd6463.pr_533,swesmith/jawah__charset_normalizer.1fdd6463,jawah/charset_normalizer,512fcd95bea30e7b54e25fa07283eee6616ff0d1,python,pr_mirror,pr_533,mirror,3,113,0,7064,swesmith.x86_64.jawah__charset_normalizer.1fdd6463
jd__tenacity.0d40e76f.func_pm_ctrl_shuffle__d3jm9ipb,swesmith/jd__tenacity.0d40e76f,jd/tenacity,f478e481fe73b174de96b759985c41da54d8343f,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,4,119,1589,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.func_pm_ctrl_shuffle__ni48riat,swesmith/jd__tenacity.0d40e76f,jd/tenacity,513c4fc604cd11d6130c2022c2e49a99ef995b35,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,4,119,811,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__0kf0yphx,swesmith/jd__tenacity.0d40e76f,jd/tenacity,e76f565e3955dfdeaaf67ca1de5ea0f7b10ff80c,python,lm_rewrite,lm_rewrite,llm,1,2,121,2537,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__17y1km6x,swesmith/jd__tenacity.0d40e76f,jd/tenacity,65e81d47c2efcf8da996d6483672c87ee1fa0a0c,python,lm_rewrite,lm_rewrite,llm,1,1,122,2229,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__3rty13vw,swesmith/jd__tenacity.0d40e76f,jd/tenacity,fa402d243cc1f13d93553d3a27267268e1e409a0,python,lm_rewrite,lm_rewrite,llm,1,1,122,2570,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__h8rtl9ii,swesmith/jd__tenacity.0d40e76f,jd/tenacity,3b222104bf8306f1a515dc716eeef75d71bd6985,python,lm_rewrite,lm_rewrite,llm,1,2,121,1533,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__mc25garo,swesmith/jd__tenacity.0d40e76f,jd/tenacity,6722a5ff3bc93ff1f72e35007d5182646a42580c,python,lm_rewrite,lm_rewrite,llm,1,1,122,903,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__xbzswi9a,swesmith/jd__tenacity.0d40e76f,jd/tenacity,23cd4124e7698242e61fdcd6d82ba4e8cddbd04a,python,lm_rewrite,lm_rewrite,llm,1,1,122,1173,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.lm_rewrite__z0ij0hwj,swesmith/jd__tenacity.0d40e76f,jd/tenacity,c026ad47d3c7458c97d4109136c98d32c026db86,python,lm_rewrite,lm_rewrite,llm,1,2,121,1799,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.pr_384,swesmith/jd__tenacity.0d40e76f,jd/tenacity,9ca54a5512015cda833921fc7e3e6076e6ff5e8f,python,pr_mirror,pr_384,mirror,1,123,0,3840,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.pr_390,swesmith/jd__tenacity.0d40e76f,jd/tenacity,e24f7afc60c14ec5b63f58e8e1710e517148cf0f,python,pr_mirror,pr_390,mirror,1,123,0,4790,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.pr_406,swesmith/jd__tenacity.0d40e76f,jd/tenacity,fd38f430508294bee634aa65ddce27906105aeb3,python,pr_mirror,pr_406,mirror,1,1,122,759,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.pr_425,swesmith/jd__tenacity.0d40e76f,jd/tenacity,fbc33629f9494edd9cc4c4f17e7a57e78a5eebc0,python,pr_mirror,pr_425,mirror,1,1,122,1361,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.pr_437,swesmith/jd__tenacity.0d40e76f,jd/tenacity,62ff5e7c702524dc7eb1b8f88ac7f4e823775810,python,pr_mirror,pr_437,mirror,1,123,0,1517,swesmith.x86_64.jd__tenacity.0d40e76f
jd__tenacity.0d40e76f.pr_484,swesmith/jd__tenacity.0d40e76f,jd/tenacity,c610cc4ebd3adffb47d4c5647671db579de4f652,python,pr_mirror,pr_484,mirror,1,2,121,1410,swesmith.x86_64.jd__tenacity.0d40e76f
john-kurkowski__tldextract.3d1bf184.combine_file__49lzm22u,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,2323703f94fccfb830cc3851da18908b83e26c05,python,combine_file,combine_file,combine,2,40,20,2008,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.combine_file__effh85g1,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,df69c933a2e4a2bb20a154e4305edbd2dc07d3ce,python,combine_file,combine_file,combine,2,46,14,3258,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__0d970i3z,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,6e43c88183567a5a7d0f18c1b7401fcc998a45aa,python,lm_rewrite,lm_rewrite,llm,1,4,56,4925,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__j3pnle0p,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,1ab973680978f29ea5e98d6912b6b4331d51933b,python,lm_rewrite,lm_rewrite,llm,1,25,35,1865,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__jcs1qo1p,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,27b8de4fe2d04dc818f4d8d5503c5b93b4c76600,python,lm_rewrite,lm_rewrite,llm,1,45,15,2782,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__s1hee5zl,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,719e3cca3d686a5185e7a5305283ee69b3e5c7c1,python,lm_rewrite,lm_rewrite,llm,1,4,56,4436,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__tjsvw5lt,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,4f211935c4025865e2f90095a9cf90d9837d4277,python,lm_rewrite,lm_rewrite,llm,1,29,31,2637,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__u09vy5kw,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,a31f1b926c953a5c3be7d485837b05e43ec5fd14,python,lm_rewrite,lm_rewrite,llm,1,1,59,3072,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.lm_rewrite__xyp6lbg8,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,c1f94a23e03dd787d4a743a157ea3f021af6e5e5,python,lm_rewrite,lm_rewrite,llm,1,1,59,597,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_300,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,5c20d4800c0a97b45c3e3c2fdf3cf0271502529d,python,pr_mirror,pr_300,mirror,1,22,38,11260,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_306,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,d8195d09fb0c19a72e001f9bf3978d45ed17a456,python,pr_mirror,pr_306,mirror,1,1,59,4243,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_309,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,80eabed516ff64616d02cd23346e7db72f8af3f4,python,pr_mirror,pr_309,mirror,3,60,0,1009,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_311,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,4a08d3ffca8707188b177f4479bd0b55d79ea48a,python,pr_mirror,pr_311,mirror,1,1,59,9368,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_313,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,7a508520210bc964131c2fc84cfefe59d4106508,python,pr_mirror,pr_313,mirror,1,1,59,1166,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_314,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,9d55de4868e2e120080d45350927fe07c5cc837b,python,pr_mirror,pr_314,mirror,1,1,59,2296,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
john-kurkowski__tldextract.3d1bf184.pr_325,swesmith/john-kurkowski__tldextract.3d1bf184,john-kurkowski/tldextract,2ed324427e6e29a196282d9a70fe4c65c26b1a13,python,pr_mirror,pr_325,mirror,1,60,0,8086,swesmith.x86_64.john-kurkowski__tldextract.3d1bf184
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__bkhkx83a,swesmith/joke2k__faker.8b401a7d,joke2k/faker,eb44435d9ba7660f74132b07770eec664e1c48dd,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,1,2102,1746,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__sto7qqrf,swesmith/joke2k__faker.8b401a7d,joke2k/faker,16116c88383412f312be491285df0e74c6f29b47,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,2,2101,839,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__utum258w,swesmith/joke2k__faker.8b401a7d,joke2k/faker,7f4e0a29d1d3c751e9e4626d91278bdc17cd3774,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,6,2097,1160,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__vb08f6kq,swesmith/joke2k__faker.8b401a7d,joke2k/faker,6c459830835b6b62481eb33031fec9df6d22098d,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,1,2102,879,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__yg5fuisa,swesmith/joke2k__faker.8b401a7d,joke2k/faker,990ab7e295eb2eade3bd6959cef9a6fc685daa6a,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,2,2101,1355,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_class_rm_funcs__zy4u4n2x,swesmith/joke2k__faker.8b401a7d,joke2k/faker,93677ba76cd5d3ef1d62831ee363194a0d8f43ec,python,func_pm_class_rm_funcs,func_pm_class_rm_funcs,procedural,1,2,2101,3125,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__9be4nqsk,swesmith/joke2k__faker.8b401a7d,joke2k/faker,97eea624ba478a6c475384e91d55a4bac25c881c,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,2,2101,1064,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__gim0l83b,swesmith/joke2k__faker.8b401a7d,joke2k/faker,5f44bda8d98992e57e2b12f561e8115739fa8afe,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,2102,722,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__hz9kn07j,swesmith/joke2k__faker.8b401a7d,joke2k/faker,e4c64c211dd78d5487e2572b3f92496f0385ac96,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,2102,679,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__mmx1mulh,swesmith/joke2k__faker.8b401a7d,joke2k/faker,df97e1444c32999ea716290047cf612c83c4b937,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,2102,895,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__ozx7mk6p,swesmith/joke2k__faker.8b401a7d,joke2k/faker,cb93d26a9814da461e2863678cb90e1c5cc8edf6,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,2102,705,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__pujgwmix,swesmith/joke2k__faker.8b401a7d,joke2k/faker,e56d20e7f64ddf12ec561ed46faba8e71c0ad95f,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,2,2101,828,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_invert_if__wnwocgj5,swesmith/joke2k__faker.8b401a7d,joke2k/faker,504512dde2bdfd3747becd61891a4a7d585c1831,python,func_pm_ctrl_invert_if,func_pm_ctrl_invert_if,procedural,1,1,2102,1145,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__2ikptqob,swesmith/joke2k__faker.8b401a7d,joke2k/faker,2a55c460368aa66627880418c21bf238c7073197,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,6,2097,1258,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__alqvp2qy,swesmith/joke2k__faker.8b401a7d,joke2k/faker,f200a494df26e8223d3a872b55f71f7c34054db7,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,21,2082,2395,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__d02yt3wa,swesmith/joke2k__faker.8b401a7d,joke2k/faker,7ebe7fcd791bdb2fc6fdd8c23013e1396ff7a3fd,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,3,2100,1419,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__futjp7ox,swesmith/joke2k__faker.8b401a7d,joke2k/faker,180497a4580d31ac610c2af8698e0e1253be43f0,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,2,2101,905,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__nreuzr4i,swesmith/joke2k__faker.8b401a7d,joke2k/faker,2ac57f437c80484cfe9ca2f60cd26fedb5b0fb73,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,3,2100,1222,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__pjt3bper,swesmith/joke2k__faker.8b401a7d,joke2k/faker,12130225cc6569555d8dadb67176fb4c32e9f256,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,103,2000,624,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__s1dj9606,swesmith/joke2k__faker.8b401a7d,joke2k/faker,6110daa77c354d40ffa46e4182e6159c94cc3bd3,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,2,2101,1201,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__tzoxy3zl,swesmith/joke2k__faker.8b401a7d,joke2k/faker,7d9426664fdc1b153898d85f82d9a1d3594a1fc7,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,1,2102,902,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_ctrl_shuffle__vxnsr8t1,swesmith/joke2k__faker.8b401a7d,joke2k/faker,1ca3b14ca0d4cc180dea516f783dcac1e6b0998b,python,func_pm_ctrl_shuffle,func_pm_ctrl_shuffle,procedural,1,5,2098,3032,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_op_break_chains__rb5y8yf4,swesmith/joke2k__faker.8b401a7d,joke2k/faker,5c33c0fa4cb88eeccd8161a247a396b1ba0deda5,python,func_pm_op_break_chains,func_pm_op_break_chains,procedural,1,3,2100,1006,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_op_change__97qlc1s4,swesmith/joke2k__faker.8b401a7d,joke2k/faker,2ee1a1f9744ea4b55d03949bdfa80c8f3e124f62,python,func_pm_op_change,func_pm_op_change,procedural,1,2,2101,1356,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_op_change__aw21vrnu,swesmith/joke2k__faker.8b401a7d,joke2k/faker,880af5acaa17a1f62963d4498788fb1a0a0ec76a,python,func_pm_op_change,func_pm_op_change,procedural,1,3,2100,1012,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_op_change__w14v88jy,swesmith/joke2k__faker.8b401a7d,joke2k/faker,dded43321d2d7df8e1051b75b91bfea3a74a36db,python,func_pm_op_change,func_pm_op_change,procedural,1,3,2100,1285,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_op_change_const__jc12fnc6,swesmith/joke2k__faker.8b401a7d,joke2k/faker,72a7ee32560ffb74e6dcf74cef243ab6a93e00e7,python,func_pm_op_change_const,func_pm_op_change_const,procedural,1,2,2101,877,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_op_swap__ie2s4kax,swesmith/joke2k__faker.8b401a7d,joke2k/faker,22d090696dfd4feb1ecf821bc976e6dd3a618fa8,python,func_pm_op_swap,func_pm_op_swap,procedural,1,3,2100,1323,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_assign__1y54kxxg,swesmith/joke2k__faker.8b401a7d,joke2k/faker,6f705ec8c4dc773d034d821ae2d8bd80df3402dc,python,func_pm_remove_assign,func_pm_remove_assign,procedural,2,1,2102,2089,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_assign__49oulhfy,swesmith/joke2k__faker.8b401a7d,joke2k/faker,0ac14280ae64af63ceeddcca2c322a85d7693ba4,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,2,2101,768,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_assign__deb71z8w,swesmith/joke2k__faker.8b401a7d,joke2k/faker,04a9d9a471df4f35cc7d7487fb5b34815454df2b,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,3,2100,655,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_assign__e493hmxd,swesmith/joke2k__faker.8b401a7d,joke2k/faker,d81395c111e71b9f9cc31884bb747ff615a1bbf0,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,21,2082,1138,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_assign__gvyvfs76,swesmith/joke2k__faker.8b401a7d,joke2k/faker,5c76e2884f3cd6e6d075da79a1f89ae4b95fa2f3,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,3,2100,1287,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_assign__wxrvmixu,swesmith/joke2k__faker.8b401a7d,joke2k/faker,3a4904b1bd4729b584968fb66496d90c5b6b60f9,python,func_pm_remove_assign,func_pm_remove_assign,procedural,1,1,2102,1430,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_cond__7fqnl9ft,swesmith/joke2k__faker.8b401a7d,joke2k/faker,6d985c23b22bfaa7e12556de211dcc5fbb068acc,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,19,2084,1135,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_cond__f33evq9f,swesmith/joke2k__faker.8b401a7d,joke2k/faker,00df81fa76fdc2c31e9401ba27f257a2480a7eee,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,4,2099,1580,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_cond__vusktl5i,swesmith/joke2k__faker.8b401a7d,joke2k/faker,3e86391822511fbaee4ab65c9c2bbe2f6ec9df9e,python,func_pm_remove_cond,func_pm_remove_cond,procedural,1,1,2102,990,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.func_pm_remove_wrapper__smmxrtlb,swesmith/joke2k__faker.8b401a7d,joke2k/faker,a60edea7e616f03a265764e950060133bec933cb,python,func_pm_remove_wrapper,func_pm_remove_wrapper,procedural,1,1,2102,907,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__2lvqel6k,swesmith/joke2k__faker.8b401a7d,joke2k/faker,17c970ab7be396ba5dee511f4f57b596437c13a4,python,lm_rewrite,lm_rewrite,llm,1,5,2098,1145,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__2ofipk7n,swesmith/joke2k__faker.8b401a7d,joke2k/faker,3d28e3d23d521acd27354ba10aec2c71c4519882,python,lm_rewrite,lm_rewrite,llm,1,1,2102,1129,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__3my69znu,swesmith/joke2k__faker.8b401a7d,joke2k/faker,521620d2ee924e69d2ac54d7449f789e700b36b3,python,lm_rewrite,lm_rewrite,llm,1,2,2101,836,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__553fwbc0,swesmith/joke2k__faker.8b401a7d,joke2k/faker,d245dc68a8ecfa8f759e49544d5603b62bf944ef,python,lm_rewrite,lm_rewrite,llm,1,1,2102,4281,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__61ght28w,swesmith/joke2k__faker.8b401a7d,joke2k/faker,c649b3a7bad9518d38fcdbbc9e7b97362c1e7dfb,python,lm_rewrite,lm_rewrite,llm,1,1,2102,2589,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__7vkr4j1c,swesmith/joke2k__faker.8b401a7d,joke2k/faker,0b87a536c5d370da94ba31782a96bc2f1f8f95ab,python,lm_rewrite,lm_rewrite,llm,1,1,2102,1999,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__9lc53ori,swesmith/joke2k__faker.8b401a7d,joke2k/faker,a94165ab14d3ab1454d2ea6e53b472b7a036fd7d,python,lm_rewrite,lm_rewrite,llm,1,2,2101,1827,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__9xmuguas,swesmith/joke2k__faker.8b401a7d,joke2k/faker,ed30bf36ae797daf2491690702647d5a058eb2fb,python,lm_rewrite,lm_rewrite,llm,1,1,2102,1927,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__amekpddc,swesmith/joke2k__faker.8b401a7d,joke2k/faker,64dde056343058f78dda5c3e78637cf6f685760e,python,lm_rewrite,lm_rewrite,llm,1,2,2101,1847,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__dgf8ak24,swesmith/joke2k__faker.8b401a7d,joke2k/faker,11165a4f418b73edf1b66fdc1357f989b0a83f1b,python,lm_rewrite,lm_rewrite,llm,1,1,2102,1574,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__eiydnqnt,swesmith/joke2k__faker.8b401a7d,joke2k/faker,bff2593541f6bd939cfd9191ab596278777a2ec6,python,lm_rewrite,lm_rewrite,llm,1,1,2102,2090,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__fp5bdtz8,swesmith/joke2k__faker.8b401a7d,joke2k/faker,77d03da6672132048dc42c5c5e5c3cdfbcbbdbbd,python,lm_rewrite,lm_rewrite,llm,1,3,2100,3740,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__g6z8c49a,swesmith/joke2k__faker.8b401a7d,joke2k/faker,bd79acf1d7cf3a0fd6289919bfa7a0c6ae62f573,python,lm_rewrite,lm_rewrite,llm,1,5,2098,1675,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__ghvfdgp5,swesmith/joke2k__faker.8b401a7d,joke2k/faker,a91e53f4de45aad3402e1653130d069b22021aba,python,lm_rewrite,lm_rewrite,llm,1,1,2102,3006,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__hefv7pbv,swesmith/joke2k__faker.8b401a7d,joke2k/faker,3e3f695f3f12c73d33cdf7a1eb2c92d13ae45099,python,lm_rewrite,lm_rewrite,llm,1,2,2101,2297,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__hokp5dxp,swesmith/joke2k__faker.8b401a7d,joke2k/faker,e53c95cdd8be1deac431b798bb462baadd6baa14,python,lm_rewrite,lm_rewrite,llm,1,1,2102,1874,swesmith.x86_64.joke2k__faker.8b401a7d
joke2k__faker.8b401a7d.lm_rewrite__hp8xn3tk,swesmith/joke2k__faker.8b401a7d,joke2k/faker,6eb074c6e7110052ee15a445aa7a658b52448758,python,lm_rewrite,lm_rewrite,llm,1,1,2102,2769,swesmith.x86_64.joke2k__faker.8b401a7d
